96 ; inf
96 ; 1613.499
96 ; 1613.948
96 ; 1613.756
96 ; 1613.774
96 ; 1613.506
96 ; 1613.867
96 ; 1613.759
96 ; 1613.625
96 ; 1613.856
96 ; 1613.640
96 ; 1613.606
96 ; 1613.918
96 ; 1613.877
96 ; 1613.693
96 ; 1613.581
96 ; 1613.789
96 ; 1613.703
96 ; 1613.490
96 ; 1613.857
96 ; 1613.757
96 ; 1613.765
96 ; 1613.707
96 ; 1613.833
96 ; 1613.708
96 ; 1613.693
96 ; 1613.807
96 ; 1613.663
96 ; 1613.471
96 ; 1613.623
96 ; 1613.489
160 ; inf
160 ; 2201.320
160 ; 2200.975
160 ; 2200.749
160 ; 2201.260
160 ; 2200.728
160 ; 2201.117
160 ; 2200.574
160 ; 2201.203
160 ; 2201.354
160 ; 2201.247
160 ; 2200.955
160 ; 2200.996
160 ; 2201.315
160 ; 2200.803
160 ; 2201.253
160 ; 2201.088
160 ; 2200.815
160 ; 2200.226
160 ; 2201.374
160 ; 2200.952
160 ; 2200.990
160 ; 2200.553
160 ; 2201.542
160 ; 2200.955
160 ; 2201.175
160 ; 2201.079
160 ; 2200.947
160 ; 2200.654
160 ; 2201.206
160 ; 2200.263
288 ; inf
288 ; 2690.678
288 ; 2690.857
288 ; 2690.206
288 ; 2690.937
288 ; 2690.121
288 ; 2691.381
288 ; 2690.631
288 ; 2691.168
288 ; 2690.554
288 ; 2691.323
288 ; 2690.894
288 ; 2690.601
288 ; 2690.683
288 ; 2690.732
288 ; 2690.369
288 ; 2691.028
288 ; 2690.888
288 ; 2691.141
288 ; 2690.822
288 ; 2690.132
288 ; 2691.538
288 ; 2690.530
288 ; 2690.602
288 ; 2691.092
288 ; 2690.831
288 ; 2690.821
288 ; 2690.018
288 ; 2691.798
288 ; 2690.967
288 ; 2690.259
544 ; 2.58327e+10
544 ; 3029.182
544 ; 3028.196
544 ; 3027.360
544 ; 3028.267
544 ; 3027.635
544 ; 3027.875
544 ; 3027.332
544 ; 3027.554
544 ; 3027.629
544 ; 3027.517
544 ; 3027.609
544 ; 3027.529
544 ; 3027.770
544 ; 3027.375
544 ; 3027.688
544 ; 3027.533
544 ; 3027.428
544 ; 3027.804
544 ; 3027.455
544 ; 3027.749
544 ; 3027.701
544 ; 3027.341
544 ; 3027.604
544 ; 3028.233
544 ; 3026.868
544 ; 3027.876
544 ; 3028.260
544 ; 3027.605
544 ; 3026.842
544 ; 3028.610
1056 ; inf
1056 ; 3229.995
1056 ; 3229.889
1056 ; 3230.133
1056 ; 3229.968
1056 ; 3229.700
1056 ; 3229.769
1056 ; 3230.253
1056 ; 3229.755
1056 ; 3229.658
1056 ; 3229.110
1056 ; 3230.444
1056 ; 3229.649
1056 ; 3229.868
1056 ; 3230.072
1056 ; 3229.813
1056 ; 3229.383
1056 ; 3229.862
1056 ; 3229.892
1056 ; 3230.192
1056 ; 3229.476
1056 ; 3229.128
1056 ; 3230.646
1056 ; 3229.703
1056 ; 3229.719
1056 ; 3228.952
1056 ; 3230.492
1056 ; 3229.927
1056 ; 3230.140
1056 ; 3229.847
1056 ; 3229.258
2080 ; inf
2080 ; 3342.207
2080 ; 3341.474
2080 ; 3341.546
2080 ; 3340.896
2080 ; 3341.858
2080 ; 3341.471
2080 ; 3341.236
2080 ; 3341.953
2080 ; 3341.679
2080 ; 3341.375
2080 ; 3341.465
2080 ; 3340.929
2080 ; 3341.317
2080 ; 3341.360
2080 ; 3341.994
2080 ; 3341.242
2080 ; 3341.250
2080 ; 3341.643
2080 ; 3340.851
2080 ; 3340.998
2080 ; 3341.429
2080 ; 3340.806
2080 ; 3341.703
2080 ; 3340.499
2080 ; 3341.335
2080 ; 3342.125
2080 ; 3341.452
2080 ; 3341.139
2080 ; 3341.174
2080 ; 3340.688
4128 ; 2.75131e+10
4128 ; 3400.174
4128 ; 3399.485
4128 ; 3400.194
4128 ; 3399.889
4128 ; 3400.152
4128 ; 3400.580
4128 ; 3400.099
4128 ; 3399.868
4128 ; 3399.579
4128 ; 3400.635
4128 ; 3399.904
4128 ; 3400.141
4128 ; 3400.029
4128 ; 3400.143
4128 ; 3400.509
4128 ; 3399.337
4128 ; 3399.557
4128 ; 3400.148
4128 ; 3400.001
4128 ; 3399.982
4128 ; 3400.270
4128 ; 3399.919
4128 ; 3399.245
4128 ; 3400.331
4128 ; 3399.942
4128 ; 3400.171
4128 ; 3400.361
4128 ; 3399.953
4128 ; 3400.173
4128 ; 3398.761
8224 ; inf
8224 ; 3430.298
8224 ; 3430.521
8224 ; 3429.160
8224 ; 3430.739
8224 ; 3430.357
8224 ; 3429.412
8224 ; 3431.633
8224 ; 3430.409
8224 ; 3430.365
8224 ; 3430.451
8224 ; 3429.713
8224 ; 3430.730
8224 ; 3430.242
8224 ; 3430.573
8224 ; 3430.450
8224 ; 3430.594
8224 ; 3430.427
8224 ; 3430.465
8224 ; 3430.469
8224 ; 3430.090
8224 ; 3430.383
8224 ; 3429.978
8224 ; 3430.399
8224 ; 3430.323
8224 ; 3430.093
8224 ; 3430.226
8224 ; 3430.344
8224 ; 3430.500
8224 ; 3430.547
8224 ; 3429.806
16416 ; inf
16416 ; 3444.956
16416 ; 3446.164
16416 ; 3444.616
16416 ; 3445.247
16416 ; 3445.494
16416 ; 3445.456
16416 ; 3444.984
16416 ; 3445.799
16416 ; 3444.819
16416 ; 3443.050
16416 ; 3447.868
16416 ; 3444.973
16416 ; 3445.187
16416 ; 3445.515
16416 ; 3445.331
16416 ; 3445.042
16416 ; 3444.686
16416 ; 3445.282
16416 ; 3445.244
16416 ; 3445.091
16416 ; 3444.862
16416 ; 3445.424
16416 ; 3445.194
16416 ; 3445.000
16416 ; 3445.213
16416 ; 3445.267
16416 ; 3444.997
16416 ; 3445.226
16416 ; 3444.723
16416 ; 3445.272
32800 ; inf
32800 ; 3453.374
32800 ; 3452.281
32800 ; 3453.436
32800 ; 3452.847
32800 ; 3452.816
32800 ; 3451.486
32800 ; 3453.683
32800 ; 3452.309
32800 ; 3452.930
32800 ; 3452.264
32800 ; 3452.975
32800 ; 3452.562
32800 ; 3452.590
32800 ; 3452.843
32800 ; 3452.857
32800 ; 3452.111
32800 ; 3452.944
32800 ; 3452.979
32800 ; 3453.242
32800 ; 3452.791
32800 ; 3453.075
32800 ; 3451.667
32800 ; 3453.524
32800 ; 3452.795
32800 ; 3452.388
32800 ; 3453.472
32800 ; 3452.802
32800 ; 3451.825
32800 ; 3453.077
32800 ; 3453.135
65568 ; inf
65568 ; 3457.002
65568 ; 3457.235
65568 ; 3456.131
65568 ; 3456.919
65568 ; 3456.190
65568 ; 3457.221
65568 ; 3456.308
65568 ; 3457.180
65568 ; 3456.388
65568 ; 3456.725
65568 ; 3456.714
65568 ; 3457.468
65568 ; 3456.131
65568 ; 3456.471
65568 ; 3456.495
65568 ; 3457.436
65568 ; 3455.868
65568 ; 3457.231
65568 ; 3456.766
65568 ; 3457.097
65568 ; 3456.728
65568 ; 3456.207
65568 ; 3456.211
65568 ; 3456.808
65568 ; 3456.402
65568 ; 3456.197
65568 ; 3457.068
65568 ; 3456.297
65568 ; 3456.569
65568 ; 3456.673
